CNPJ Emissor,Emissor,Grupo,Setor,Descrição,Fonte
"38.220.895/0001-42","LC INVESTIMENTOS HOLDINGS S.A.","LC Investimentos Holdings","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo LC Investimentos Holdings.",""
"36.741.993/0001-08","LEMVIG RJ INFRAESTRUTURA E REDES DE TELECOMUNICAC0ES S.A","Lemvig RJ Infraestrutura e Redes de","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.",""
"24.100.518/0001-65","LEST – LINHAS DE ENERGIA DO SERTAO TRANSMISSORA S/A","Lest – Linhas de Energia do","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"48.415.978/0001-40","LEVERAGE COMPANHIA SECURITIZADORA","Leverage Companhia Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"01.468.594/0001-22","LG INFORMATICA S.A","LG Informatica","Tecnologia","Desenvolve ou fornece software, plataformas digitais, equipamentos e serviços de tecnologia.",""
"04.368.865/0001-66","LIGGA TELECOMUNICACOES S.A","Ligga Telecomunicacoes","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.",""
"01.917.818/0001-36","LIGHT ENERGIA S.A","Light","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"60.444.437/0001-46","LIGHT SERVICOS DE ELETRICIDADE S/A","Light","Energia","Distribui energia elétrica a consumidores em sua área de concessão.",""
"35.588.161/0001-22","CONCESSIONARIA LINHA UNIVERSIDADE S/A","Linha Universidade","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.",""
"11.620.646/0001-98","LINHAS DE TRANSMISSAO DE MONTES CLAROS S/A","State Grid","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"35.637.796/0001-72","LINS AGROINDUSTRIAL S.A.","Lins Agroindustrial","Agro","Atua na produção agrícola, gestão de terras, originação ou comercialização de produtos do agronegócio.",""
"54.414.102/0001-82","LIQI SECURITIZADORA SA","Liqi Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"20.626.892/0001-48","EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE","Litoranea de Transmissão de Energia S.a.","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"05.917.486/0001-40","LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A","Livetech","Tecnologia","Desenvolve ou fornece software, plataformas digitais, equipamentos e serviços de tecnologia.",""
"00.389.481/0001-79","LM TRANSPORTES INTERESTADUAIS SERVICOS E COMERCIO S.A.","LM Transportes Interestaduais Servicos e Comercio","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"22.261.840/0001-40","LMA LOCACOES DE EQUIPAMENTOS S.A.","LMA Locacoes de Equipamentos","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"35.851.074/0001-16","LOA ADMINISTRADORA E INCORPORADORA S.A.","LOA Administradora e Incorporadora","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"37.229.373/0001-49","LOC FROTAS LOCACOES S.A","LOC Frotas Locacoes","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"16.670.085/0001-55","LOCALIZA RENT A CAR S/A","Localiza","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.","https://ri.localiza.com/"
"02.286.479/0001-08","LOCALIZA FLEET S/A","Localiza","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.","https://ri.localiza.com/"
"09.041.168/0001-10","LOG COMMERCIAL PROPERTIES E PARTICIPACOES S/A","LOG CP","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo LOG CP.",""
"15.042.149/0001-00","LOG ENERGIA COMERCIALIZADORA S/A","LOG Energia Comercializadora","Energia","Comercializa energia elétrica e presta soluções de gestão e contratação de energia.",""
"42.278.291/0001-24","LOG-IN LOGISTICA INTERMODAL S.A.","Log-In","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"07.032.886/0001-02","LOGISTICA AMBIENTAL DE SAO PAULO S/A - LOGA","Logistica Ambiental de SAO Paulo S/a","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"96.418.264/0218-02","LOJAS QUERO-QUERO S/A","Lojas Quero-Quero","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"92.754.738/0001-62","LOJAS RENNER S/A","Lojas Renner","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"61.413.282/0001-43","LORENZETTI SA INDUSTRIAS BRASILEIRAS ELETROMETALURGICAS","Lorenzetti","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"15.019.552/0001-19","LPP I EMPREENDIMENTOS E PARTICIPACOES S.A.","LPP I","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo LPP I.",""
"14.707.203/0001-27","LRC MIDIA OUT OF HOME S.A.","LRC Midia OUT OF Home","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"17.250.558/0001-28","LSH BARRA EMPREENDIMENTOS IMOBILIARIOS S A","LSH Barra Empreendimentos Imobiliarios","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"40.689.889/0001-80","LUIZ GONZAGA HOLDING S.A.","Luiz Gonzaga","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Luiz Gonzaga.",""
"14.863.121/0001-71","LUZIANIA NIQUELANDIA TRANSMISSORA S.A","Luziania Niquelandia Transmissora","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"46.201.083/0001-88","LWART SOLUCOES AMBIENTAIS S.A.","Lwart","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"12.294.194/0001-64","M.INVEST PLANEJAMENTO E ADMINISTRACAO DE SHOPPING CENTER S/A","M.invest Planejamento e Administração de Shopping","Shopping","Desenvolve, administra ou explora shopping centers e empreendimentos comerciais.",""
"13.783.221/0004-78","MADERO INDUSTRIA E COMERCIO S.A.","Madero","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"08.795.211/0001-70","MAESTRO LOCADORA DE VEICULOS  S.A","Maestro Locadora de Veiculos","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"05.570.714/0001-59","KABUM COMERCIO ELETRONICO S.A.","Magazine Luiza","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"47.960.950/0001-21","MAGAZINE LUIZA S/A","Magazine Luiza","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"44.493.502/0001-77","MARANGATU HOLDING S.A.","Marangatu","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Marangatu.",""
"49.437.481/0001-96","MARAPE HOLDING E PARTICIPACOES S.A.","Marape","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Marape.",""
"19.389.560/0001-08","MARECHAL RONDON TRANSMISSORA DE ENERGIA S.A.","Marechal Rondon","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"09.597.890/0001-35","MARFIM EMPREENDIMENTOS IMOBILIARIOS S.A.","Marfim Empreendimentos Imobiliarios","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"03.853.896/0001-40","MARFRIG GLOBAL FOODS S.A.","Marfrig","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"06.635.659/0001-09","MARGEM COMPANHIA DE MINERACAO S.A.","Margem Companhia de Mineracao","M&M","Atua na mineração, siderurgia, metalurgia ou fabricação de produtos metálicos.",""
"52.034.139/0001-50","MARILAN ALIMENTOS S.A.","Marilan","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"61.082.988/0001-70","MARINGA FERRO LIGA SA","Maringa Ferro Liga","M&M","Atua na mineração, siderurgia, metalurgia ou fabricação de produtos metálicos.",""
"02.045.487/0001-54","MARISOL VESTUARIO S.A","Marisol","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"31.096.307/0001-61","MARITUBA TRANSMISSAO DE ENERGIA S.A.","Marituba","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"29.884.534/0001-00","MARLIM AZUL ENERGIA S.A.","Marlim Azul Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"20.854.869/0001-00","MARLIN NAVEGACAO SA","Marlin Navegacao","O&G","Atua na cadeia de petróleo, gás natural, biocombustíveis ou distribuição de combustíveis.",""
"43.214.055/0001-07","MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S.A.","Martins","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"19.699.063/0001-06","MATA DE SANTA GENEBRA TRANSMISSAO S/A","Mata de Santa Genebra Transmissão","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"16.676.520/0001-59","HOSPITAL MATER DEI S.A.","Mater Dei","Saúde","Presta serviços hospitalares, diagnósticos, odontológicos ou outros cuidados de saúde.",""
"15.286.382/0001-39","MATRINCHA TRANSMISSORA DE ENERGIA TP NORTE S/A","Matrincha Transmissora de Energia TP Norte","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"17.858.631/0001-49","MATRIX COMERCIALIZADORA DE ENERGIA ELETRICA S.A","Matrix Comercializadora de Energia Eletrica","Energia","Comercializa energia elétrica e presta soluções de gestão e contratação de energia.",""
"42.654.267/0001-42","MC BRAZIL GALILEO PARTICIPACOES S.A","MC Brazil Galileo","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo MC Brazil Galileo.",""
"08.560.999/0001-35","MDL REALTY INCORPORADORA  S.A.","MDL Realty Incorporadora","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"61.082.962/0001-21","COMPANHIA MELHORAMENTOS  NORTE DO PARANA","Melhoramentos Norte do Parana","P&P","Atua na produção florestal, madeira, celulose, papel ou embalagens.",""
"17.162.082/0001-73","MENDES JUNIOR ENGENHARIA S/A","Mendes Júnior","Construção","Executa obras de engenharia, construção pesada, edificações ou gestão de projetos de infraestrutura.",""
"56.993.900/0001-31","COMPANHIA METALURGICA PRADA","Metalurgica Prada","M&M","Atua na mineração, siderurgia, metalurgia ou fabricação de produtos metálicos.",""
"46.574.475/0001-92","METRO BH S.A.","Metro BH","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.",""
"33.950.678/0001-94","MEZ 1 ENERGIA S.A.","MEZ 1 Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"31.231.893/0001-00","MEZ 3 ENERGIA S.A.","MEZ 3 Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"31.231.479/0001-09","MEZ 4 ENERGIA S.A.","MEZ 4 Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"40.215.231/0001-37","MEZ 5 ENERGIA S.A.","MEZ 5 Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"40.215.276/0001-01","MEZ 6 ENERGIA S.A.","MEZ 6 Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"42.579.834/0001-43","MEZ T1 TRANSMISSORA E PARTICIPACOES S.A.","MEZ T1 Transmissora e","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"62.726.756/0001-70","MGC DOURO EMPREENDIMENTOS E PARTICIPACOES S.A","MGC Douro","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo MGC Douro.",""
"19.296.342/0001-29","MGI - MINAS GERAIS PARTICIPACOES S/A","MGI - Minas Gerais","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo MGI - Minas Gerais.",""
"27.093.558/0001-15","MILLS LOCACAO SERVICOS E LOGISTICA SA","Mills","Rentals","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"67.620.377/0001-14","MINERVA S/A","Minerva","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"53.043.876/0001-81","MINUM GENCO GERADORA  S.A.","Minum Genco Geradora","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"09.357.838/0001-01","MIOLO WINES GROUP VITIVINICULTURA SA","Miolo","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"23.541.412/0001-34","MIRANTE ENERGETICA  S.A.","Mirante Energetica","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"12.592.831/0001-89","MNLT S.A.","Mnlt","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Mnlt.",""
"41.644.220/0001-35","DB3 SERVICOS DE TELECOMUNICACOES S.A","Mob Telecom","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.",""
"19.091.996/0001-16","MOBITECH LOCADORA DE VEICULOS S.A.","Mobitech Locadora de Veiculos","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"03.643.134/0001-19","CONCESSIONARIA LITORAL NORTE S.A.","Monte Rodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.monterodovias.com.br/"
"35.109.618/0001-79","MONTE RODOVIAS NORDESTE I HOLDING PARTICIPACOES S.A.","Monte Rodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.monterodovias.com.br/"
"13.799.190/0001-09","CONCESSIONARIA ROTA DO ATLANTICO S.A.","Monte Rodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.monterodovias.com.br/"
"08.533.336/0001-21","CONCESSIONARIA ROTA DOS COQUEIROS S. A.","Monte Rodovias","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.monterodovias.com.br/"
"33.102.476/0001-92","MONTEIRO ARANHA S/A","Monteiro Aranha","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Monteiro Aranha.",""
"29.183.782/0001-23","MORI ENERGIA HOLDING S/A","Mori Energia","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.",""
"22.902.554/0001-17","MINERACAO MORRO DO IPE S.A.","Morro do Ipê","M&M","Atua na mineração, siderurgia, metalurgia ou fabricação de produtos metálicos.",""
"46.058.894/0001-71","MORRO REDONDO ENERGIA RENOVAVEL S.A.","Morro Redondo","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"08.588.838/0001-50","MORUMBI DO BRASIL PROJETOS  IMOBILIARIOS  S/A","Morumbi do Brasil Projetos Imobiliarios","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"02.451.848/0001-62","CONCESSIONARIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"44.140.908/0001-76","CONCESSIONARIA DO AEROPORTO DA PAMPULHA S.A.","Motiva","Aeroporto","Opera uma concessão aeroportuária, incluindo manutenção, expansão e prestação de serviços aos usuários.","https://www.motiva.com.br/"
"42.206.269/0001-79","CONCESSIONARIA DO BLOCO CENTRAL S.A.","Motiva","Aeroporto","Opera uma concessão aeroportuária, incluindo manutenção, expansão e prestação de serviços aos usuários.","https://www.motiva.com.br/"
"42.130.537/0001-16","CONCESSIONARIA DO BLOCO SUL S.A.","Motiva","Aeroporto","Opera uma concessão aeroportuária, incluindo manutenção, expansão e prestação de serviços aos usuários.","https://www.motiva.com.br/"
"59.196.897/0001-13","CONCESSIONARIA DE RODOVIAS PRVIAS S.A.","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"02.846.056/0001-97","MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.","Motiva","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Motiva.","https://www.motiva.com.br/"
"36.763.716/0001-98","CONCESSIONARIA CATARINENSE DE RODOVIAS SA","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"42.288.184/0001-87","CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.","Motiva","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.","https://www.motiva.com.br/"
"07.682.638/0001-07","CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO S/A","Motiva","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.","https://www.motiva.com.br/"
"19.642.306/0001-70","CONCESSIONARIA DE RODOVIA SUL - MATOGROSSENSE S.A","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"09.367.702/0001-82","COMPANHIA DE PARTICIPACOES EM CONCESSOES","Motiva","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Motiva.","https://www.motiva.com.br/"
"44.319.688/0001-42","CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"15.440.708/0001-30","CONCESSIONARIA VIARIO S.A.","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"32.161.500/0001-00","CONCESSIONARIA DAS RODOVIAS INTEGRADAS DO SUL S.A","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"00.974.211/0001-25","LINHA AMARELA S/A - LAMSA","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"29.938.085/0001-35","CONCESSIONARIA DAS LINHAS 5 E 17 DO METRO DE SAO PAULO S/A","Motiva","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.","https://www.motiva.com.br/"
"01.612.234/0001-52","CONCESSIONARIA DA RODOVIA DOS LAGOS S/A","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"09.387.725/0001-59","CONCESSIONARIA DO RODOANEL OESTE S/A","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"58.484.141/0001-07","CONCESSIONARIA ROTA SOROCABANA SA","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"03.497.792/0001-40","RODOVIAS INTEGRADAS DO OESTE S/A","Motiva","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://www.motiva.com.br/"
"41.335.131/0001-07","MOTTU I S.A","Mottu","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"26.659.061/0001-59","MPM CORPOREOS S.A.","MPM Corporeos","Saúde","Atua na prestação de serviços, produtos ou infraestrutura para o setor de saúde.",""
"01.417.222/0001-77","MRS LOGISTICA S/A","MRS","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"02.578.564/0001-31","MRL ENGENHARIA E EMPREENDIMENTOS S.A.","MRV","Construção","Executa obras de engenharia, construção pesada, edificações ou gestão de projetos de infraestrutura.",""
"08.343.492/0001-20","MRV ENGENHARIA E PARTICIPACOES S.A.","MRV","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"10.571.175/0001-02","URBA DESENVOLVIMENTO URBANO S/A","MRV","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"54.805.076/0001-13","MSB SUBHOLDING S.A.","MSB Subholding","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo MSB Subholding.",""
"57.400.901/0001-98","MTX SE-CAMANDUCAIA SPE S.A.","MTX Se-camanducaia","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"07.816.890/0001-53","MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS S/A","Multiplan","Shopping","Desenvolve, administra ou explora shopping centers e empreendimentos comerciais.",""
"14.955.141/0001-72","MULTIPLIKE SECURITIZADORA SA","Multiplike Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"88.610.191/0001-54","MUNDIAL SA PRODUTOS DE CONSUMO","Mundial","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"28.029.249/0001-49","MV PARTICIPACOES S.A.","MV","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo MV.",""
"00.674.246/0001-49","N. ZEPPONE S.A.","N. Zeppone","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"34.999.386/0001-09","N.O.L.S.P.E. EMPREENDIMENTOS E PARTICIPACOES S/A","N.o.l.s.p.e","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo N.o.l.s.p.e.",""
"61.067.161/0001-97","NADIR FIGUEIREDO S.A","Nadir Figueiredo","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"","","Não identificado","Não identificado","Registro sem emissor ou atividade identificável na base.",""
"71.673.990/0001-77","NATURA COSMETICOS S/A","Natura","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"08.192.116/0001-81","NATURAL ONE S/A","Natural One","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"49.001.338/0001-57","NE SECURITIZADORA S.A.","NE Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"59.924.319/0001-56","NEO SOLAR PARTICIPACOES S.A","NEO Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"07.522.669/0001-92","NEOENERGIA DISTRIBUICAO BRASILIA S.A","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"15.139.629/0001-94","CIA. DE ELETRIC. DO EST. DA BAHIA-COELBA","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"10.835.932/0001-08","COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"19.560.837/0001-13","CALANGO 6 ENERGIA RENOVAVEL  S.A.","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"08.324.196/0001-81","COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"02.328.280/0001-97","ELEKTRO REDES S.A.","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"27.853.497/0001-47","NEOENERGIA BIGUACU TRANSMISSAO DE ENERGIA S.A.","Neoenergia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.neoenergia.com/"
"02.397.080/0001-96","ITAPEBI GERACAO DE ENERGIA S/A","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"10.618.009/0001-14","COMPANHIA ENERGETICA CANOAS","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"21.540.697/0001-63","LAGOA 1 ENERGIA RENOVAVEL S.A.","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"04.023.261/0001-88","NC ENERGIA S.A.","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"27.848.099/0001-32","NEOENERGIA ATIBAIA TRANSMISSAO DE ENERGIA S.A.","Neoenergia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.neoenergia.com/"
"01.083.200/0001-18","NEOENERGIA S/A","Neoenergia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.neoenergia.com/"
"28.439.049/0001-64","NEOENERGIA ITABAPOANA TRANSMISSAO DE ENERGIA S/A","Neoenergia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.neoenergia.com/"
"28.438.834/0001-00","NEOENERGIA MORRO DO CHAPEU TRANSMISSAO E ENERGIA S.A.","Neoenergia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.neoenergia.com/"
"00.192.769/0001-59","NEUMARKT TRADE AND FINANCIAL CENTER S/A","Neumarkt Trade AND Financial Center","Shopping","Desenvolve, administra ou explora shopping centers e empreendimentos comerciais.",""
"25.322.949/0001-39","NEXTI DESENVOLVIMENTO DE SISTEMAS SA","Nexti","Tecnologia","Desenvolve ou fornece software, plataformas digitais, equipamentos e serviços de tecnologia.",""
"79.430.682/0001-22","FARMACIA E DROGARIA NISSEI S.A.","Nissei","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"48.497.735/0001-07","NORSK SOLAR BRASIL 2 S/A","Norsk Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"36.633.625/0001-38","NORTE ASSET MANAGEMENT GESTAO DE RECURSOS S.A.","Norte Asset Management Gestao de Recursos","Serviços Financeiros","Oferece crédito, investimentos, gestão de recursos ou outros serviços financeiros.",""
"09.625.321/0001-56","NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.","Norte Brasil","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"12.300.288/0001-07","NORTE ENERGIA S/A","Norte Energia","Energia","Desenvolve ou opera ativos de geração hidrelétrica.",""
"44.467.456/0001-31","NOVA MOBI PERNAMBUCO - SPE S.A.","Nova Mobi Pernambuco","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.",""
